Blocktype	tnum	rt	color	winprob	Amb	choice	dist	side	response
Ambiguity	0	NA	red	0.5	[0.25,0.75]	Ambiguous	skew	right	
Ambiguity	1	4407	red	0.58	[0.25,0.75]	Ambiguous	skew	left	j
Ambiguity	2	1568	red	0.71	[0.25,0.75]	risk	skew	left	f
Ambiguity	3	3567	red	0.63	[0.25,0.75]	risk	skew	right	j
Ambiguity	4	3945	red	0.52	[0.25,0.75]	risk	skew	left	f
Ambiguity	5	3200	red	0.36	[0.25,0.75]	Ambiguous	skew	left	j
Ambiguity	6	NA	red	0.46	[0.25,0.75]	Ambiguous	skew	right	
Ambiguity	7	555	red	0.56	[0.25,0.75]	Ambiguous	skew	left	j
Ambiguity	8	2245	red	0.73	[0.25,0.75]	risk	skew	left	f
Ambiguity	9	1886	red	0.62	[0.25,0.75]	risk	skew	left	f
Ambiguity	10	3192	red	0.48	[0.25,0.75]	Ambiguous	skew	right	f
Ambiguity	11	3221	red	0.57	[0.25,0.75]	Ambiguous	skew	left	j
Ambiguity	12	3565	red	0.67	[0.25,0.75]	Ambiguous	skew	left	j
Ambiguity	13	1948	red	0.83	[0.25,0.75]	risk	skew	left	f
Ambiguity	14	2025	red	0.76	[0.25,0.75]	risk	skew	right	j
Ambiguity	15	2226	red	0.5	[0,1]	risk	skew	right	j
Ambiguity	16	1528	red	0.39	[0,1]	risk	skew	left	f
Ambiguity	17	NA	red	0.22	[0,1]	Ambiguous	skew	left	
Ambiguity	18	2540	red	0.27	[0,1]	Ambiguous	skew	right	f
Ambiguity	19	1728	red	0.36	[0,1]	Ambiguous	skew	right	f
Ambiguity	20	3029	red	0.55	[0,1]	risk	skew	left	f
Ambiguity	21	1769	red	0.48	[0,1]	Ambiguous	skew	left	j
Ambiguity	22	2463	red	0.54	[0,1]	risk	skew	left	f
Ambiguity	23	2394	red	0.5	[0,1]	Ambiguous	skew	left	j
Ambiguity	24	2879	red	0.53	[0,1]	risk	skew	right	j
Ambiguity	25	2793	red	0.5	[0,1]	risk	skew	right	j
Ambiguity	26	2022	red	0.47	[0,1]	Ambiguous	skew	left	j
Ambiguity	27	1173	red	0.47	[0,1]	Ambiguous	skew	left	j
Ambiguity	28	2127	red	0.49	[0,1]	Ambiguous	skew	right	f
Ambiguity	29	1386	red	0.48	[0,1]	Ambiguous	skew	right	f
Ambiguity	30	2813	blue	0.5	[0.25,0.75]	risk	narrow	right	j
Ambiguity	31	4106	blue	0.38	[0.25,0.75]	Ambiguous	narrow	left	j
Ambiguity	32	2187	blue	0.43	[0.25,0.75]	risk	narrow	left	f
Ambiguity	33	1631	blue	0.4	[0.25,0.75]	Ambiguous	narrow	right	f
Ambiguity	34	2521	blue	0.42	[0.25,0.75]	Ambiguous	narrow	right	f
Ambiguity	35	3377	blue	0.42	[0.25,0.75]	risk	narrow	right	j
Ambiguity	36	2662	blue	0.4	[0.25,0.75]	Ambiguous	narrow	left	j
Ambiguity	37	3253	blue	0.39	[0.25,0.75]	Ambiguous	narrow	right	f
Ambiguity	38	2487	blue	0.39	[0.25,0.75]	Ambiguous	narrow	right	f
Ambiguity	39	2353	blue	0.42	[0.25,0.75]	risk	narrow	left	f
Ambiguity	40	1709	blue	0.41	[0.25,0.75]	Ambiguous	narrow	right	f
Ambiguity	41	1204	blue	0.38	[0.25,0.75]	Ambiguous	narrow	right	f
Ambiguity	42	2035	blue	0.35	[0.25,0.75]	Ambiguous	narrow	left	j
Ambiguity	43	2620	blue	0.37	[0.25,0.75]	Ambiguous	narrow	right	f
Ambiguity	44	2204	blue	0.37	[0.25,0.75]	Ambiguous	narrow	left	j
Ambiguity	45	4003	blue	0.5	[0,1]	risk	narrow	right	j
Ambiguity	46	2090	blue	0.41	[0,1]	Ambiguous	narrow	left	j
Ambiguity	47	850	blue	0.48	[0,1]	Ambiguous	narrow	left	j
Ambiguity	48	2717	blue	0.56	[0,1]	Ambiguous	narrow	right	f
Ambiguity	49	1547	blue	0.68	[0,1]	risk	narrow	left	f
Ambiguity	50	1447	blue	0.62	[0,1]	risk	narrow	left	f
Ambiguity	51	1840	blue	0.52	[0,1]	risk	narrow	right	j
Ambiguity	52	1603	blue	0.38	[0,1]	Ambiguous	narrow	left	j
Ambiguity	53	1805	blue	0.42	[0,1]	Ambiguous	narrow	right	f
Ambiguity	54	1620	blue	0.48	[0,1]	Ambiguous	narrow	right	f
Ambiguity	55	860	blue	0.64	[0,1]	risk	narrow	right	j
Ambiguity	56	1450	blue	0.56	[0,1]	risk	narrow	left	f
Ambiguity	57	1433	blue	0.44	[0,1]	Ambiguous	narrow	left	j
Ambiguity	58	2288	blue	0.51	[0,1]	risk	narrow	right	j
Ambiguity	59	2032	blue	0.49	[0,1]	risk	narrow	left	f
Ambiguity	60	4417	green	0.5	[0.25,0.75]	Ambiguous	wide	right	f
Ambiguity	61	1792	green	0.59	[0.25,0.75]	risk	wide	left	f
Ambiguity	62	2324	green	0.54	[0.25,0.75]	Ambiguous	wide	left	j
Ambiguity	63	3503	green	0.54	[0.25,0.75]	risk	wide	right	j
Ambiguity	64	1221	green	0.53	[0.25,0.75]	risk	wide	left	f
Ambiguity	65	2042	green	0.52	[0.25,0.75]	risk	wide	right	j
Ambiguity	66	1237	green	0.48	[0.25,0.75]	risk	wide	right	j
